chunk_id,question
2796757_13,"What types of emissions are associated with coffee processing, and what equipment is primarily responsible for them?"
2796757_14,What are the best practices for packaging coffee to maintain freshness?
2796757_14,How long can roasted whole beans be considered fresh if stored properly?
2796757_14,What are the principal emissions resulting from coffee processing?
2796757_14,Why is the roaster considered the main source of gaseous pollutants in coffee processing?
2796757_14,What technology is typically used to manage particulate matter emissions from roasting operations?
2796757_15,What types of emissions are associated with coffee roasting and cooling operations?
2796757_15,How are gaseous emissions from roasting operations typically processed before release?
2796757_15,What temperature range is generally required for thermal oxidisers used in coffee roasting?
2796757_15,How do thermal catalytic oxidisers differ from standard thermal oxidisers in terms of operating temperatures?
2796757_15,What methods are used to control emissions from spray dryers in coffee processing?
1092590_0,What percentage of global coffee production is represented by Coffea arabica?
1092590_0,In which regions are the natural populations of Coffea arabica found?
1092590_0,What are the characteristics of the flowers produced by Coffea arabica?
1092590_0,Who formally published the botanical name Coffea arabica and in what year?
1092590_0,What type of genetic makeup does Coffea arabica have compared to diploid species?
1092590_1,Who formally published the botanical name Coffea arabica and in what year?
1092590_1,How many chromosomes does Coffea arabica have compared to diploid species?
1092590_1,What are the two diploid species that hybridized to form Coffea arabica?
1092590_1,"Where is Coffea arabica endemic to, and which regions commonly grow it?"
1092590_1,"What conditions does Coffea arabica thrive in regarding elevation, temperature, and soil?"
1092590_2,What environmental conditions contributed to the estimated age range of Coffea arabica?
1092590_2,In which regions is Coffea arabica commonly grown around the world?
1092590_2,"What are the preferred growth conditions for Arabica coffee, especially regarding elevation and climate?"
1092590_2,How did coffee cultivation in Hawaii evolve from its introduction to the 19th century?
1092590_2,"Why is Coffea arabica classified as an environmental weed in southeast Queensland, Australia?"
1092590_3,What is the historical significance of coffee cultivation in Hawaii during the 19th century?
1092590_3,"How has Coffea arabica become an environmental concern in Queensland and New South Wales, Australia?"
1092590_3,In what regions is Coffea arabica considered a problematic invasive species?
1092590_3,What role did Yemen play in the early cultivation and spread of coffee?
1092590_3,When did coffee production officially begin in Indonesia and how was it connected to Yemen's trade?
1092590_4,What percentage of the world's coffee production does Coffea arabica account for?
1092590_4,How long does it take for Coffea arabica to mature fully?
1092590_4,At what altitudes is Coffea arabica typically cultivated?
1092590_4,What is the ideal average temperature range for growing Coffea arabica?
1092590_4,Why does Coffea arabica prefer to be grown in light shade?
1092590_5,What percentage of the world's coffee production does Coffea arabica account for?
1092590_5,How long does it take for Coffea arabica to fully mature?
1092590_5,What is the optimal altitude range for cultivating Coffea arabica?
1092590_5,"Why is overflowering a problem for coffee plants, and how is it managed?"
1092590_5,What changes occur in the berries of Coffea arabica as they ripen?
1092590_6,What type of flowers does Coffea arabica produce and how do they smell?
1092590_6,What happens when Coffea arabica flowers open on sunny days regarding berry production?
1092590_6,How does overflowering affect the harvest of Coffea arabica?
1092590_6,What process prevents overflowering on well-kept plantations of Coffea arabica?
1092590_6,How are the berries of Coffea arabica characterized and what indicates they are ready for picking?
